OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
181,W45,CG002,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10363,12.828103,80.14415,80.14415,12.828103,Full
182,W46,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10816,12.920191,80.101962,80.101962,12.920191,Half Full
183,W12,CG002,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10955,12.970486,80.14829,80.14829,12.970486,Full
184,W26,CG002,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10858,12.967682,80.141925,80.141925,12.967682,Full
185,W40,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10820,12.920382,80.098466,80.098466,12.920382,Half Full
186,W1,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10062,12.862478,80.234361,80.234361,12.862478,Empty
187,W46,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10501,12.900693,80.099149,80.099149,12.900693,Full
188,W44,CG002,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10948,12.979205,80.15254,80.15254,12.979205,Half Full
189,W38,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10693,12.792505,80.037882,80.037882,12.792505,Empty
190,W38,CG002,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10604,12.849207,80.056112,80.056112,12.849207,Empty
191,W41,CG002,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10997,12.982574,80.143465,80.143465,12.982574,Full
192,W49,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10837,12.913906,80.096274,80.096274,12.913906,Half Full
193,W14,CG002,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11027,12.986591,80.149039,80.149039,12.986591,Full
194,W42,CG002,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10204,12.756772,80.185043,80.185043,12.756772,Empty
195,W20,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10853,12.923672,80.095879,80.095879,12.923672,Empty
196,W26,CG002,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-11029,12.98937,80.141125,80.141125,12.98937,Half Full
197,W6,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10684,12.783814,80.033036,80.033036,12.783814,Full
198,W25,CG002,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10403,12.825747,80.152383,80.152383,12.825747,Half Full
199,W44,CG002,Padappai,"Village Road, Padappai",Village Road,CHGL-10768,12.946489,80.063028,80.063028,12.946489,Full
200,W30,CG002,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10636,12.832996,80.106451,80.106451,12.832996,Full
201,W40,CG003,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10953,12.98447,80.148372,80.148372,12.98447,Full
202,W26,CG003,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10642,12.820282,80.099854,80.099854,12.820282,Full
203,W14,CG003,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10326,12.877567,80.11674,80.11674,12.877567,Empty
204,W40,CG003,Padappai,"Village Road, Padappai",Village Road,CHGL-10754,12.95521,80.061824,80.061824,12.95521,Half Full
205,W3,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10034,12.850434,80.225888,80.225888,12.850434,Empty
206,W43,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10060,12.849622,80.223123,80.223123,12.849622,Half Full
207,W28,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10533,12.910954,80.099514,80.099514,12.910954,Full
208,W2,CG003,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10885,12.965739,80.144393,80.144393,12.965739,Half Full
209,W20,CG003,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10347,12.832531,80.157427,80.157427,12.832531,Half Full
210,W13,CG003,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10157,12.752627,80.184701,80.184701,12.752627,Full
211,W31,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10832,12.910186,80.095437,80.095437,12.910186,Full
212,W44,CG003,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10875,12.954034,80.138643,80.138643,12.954034,Full
213,W43,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10826,12.925334,80.101037,80.101037,12.925334,Empty
214,W44,CG005,Maraimalai Nagar,"Maraimalai Nagar Main Road, Maraimalai Nagar",Maraimalai Nagar Main Road,CHGL-10709,12.795187,80.03353,80.03353,12.795187,Empty
215,W44,CG003,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10370,12.829344,80.157474,80.157474,12.829344,Full
216,W8,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10057,12.851558,80.2379,80.2379,12.851558,Full
217,W45,CG003,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10968,12.979411,80.147799,80.147799,12.979411,Empty
218,W18,CG003,Padappai,"Village Road, Padappai",Village Road,CHGL-10764,12.944807,80.060476,80.060476,12.944807,Full
219,W6,CG003,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10086,12.780619,80.215579,80.215579,12.780619,Full
220,W17,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10027,12.858749,80.227927,80.227927,12.858749,Half Full
221,W14,CG003,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10133,12.799074,80.21572,80.21572,12.799074,Empty
222,W32,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10417,12.923869,80.13078,80.13078,12.923869,Full
223,W22,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10726,12.791958,80.028256,80.028256,12.791958,Full
224,W5,CG003,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10795,12.944351,80.064786,80.064786,12.944351,Empty
225,W32,CG003,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10602,12.845069,80.050418,80.050418,12.845069,Empty
226,W22,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10454,12.92727,80.124149,80.124149,12.92727,Full
227,W45,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10512,12.90055,80.099915,80.099915,12.90055,Full
228,W44,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10507,12.918372,80.092216,80.092216,12.918372,Half Full
229,W20,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10030,12.859655,80.238301,80.238301,12.859655,Empty
230,W1,CG003,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10352,12.830975,80.148613,80.148613,12.830975,Empty
231,W35,CG003,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10881,12.956715,80.145439,80.145439,12.956715,Half Full
232,W18,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10215,12.909925,80.077003,80.077003,12.909925,Empty
233,W9,CG003,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10672,12.831601,80.092936,80.092936,12.831601,Empty
234,W42,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10506,12.917798,80.097747,80.097747,12.917798,Half Full
235,W39,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10230,12.900105,80.077145,80.077145,12.900105,Half Full
236,W10,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10052,12.85888,80.223282,80.223282,12.85888,Full
237,W30,CG003,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10629,12.827291,80.097776,80.097776,12.827291,Full
238,W12,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10276,12.898145,80.082767,80.082767,12.898145,Half Full
239,W20,CG003,Guduvanchery,"Guduvanchery Bus Stand, Guduvanchery",Guduvanchery Bus Stand,CHGL-10609,12.852488,80.068696,80.068696,12.852488,Full
240,W29,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10840,12.911245,80.090965,80.090965,12.911245,Full
241,W49,CG003,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10584,12.849445,80.06251,80.06251,12.849445,Half Full
242,W25,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10419,12.922252,80.131772,80.131772,12.922252,Empty
243,W39,CG003,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10993,12.985377,80.146963,80.146963,12.985377,Half Full
244,W13,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10517,12.902137,80.103916,80.103916,12.902137,Half Full
245,W14,CG003,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10671,12.839545,80.108977,80.108977,12.839545,Full
246,W35,CG003,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10163,12.759981,80.187515,80.187515,12.759981,Half Full
247,W29,CG003,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10600,12.86031,80.051821,80.051821,12.86031,Half Full
248,W40,CG003,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10198,12.747803,80.186504,80.186504,12.747803,Empty
249,W30,CG003,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10927,12.967623,80.132771,80.132771,12.967623,Full
250,W7,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10033,12.860469,80.226092,80.226092,12.860469,Empty
251,W12,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10014,12.85715,80.227234,80.227234,12.85715,Half Full
252,W48,CG003,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10613,12.855868,80.055455,80.055455,12.855868,Full
253,W42,CG003,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10209,12.755937,80.193146,80.193146,12.755937,Full
254,W22,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10524,12.901283,80.103489,80.103489,12.901283,Half Full
255,W28,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10697,12.794964,80.025052,80.025052,12.794964,Half Full
256,W12,CG003,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10751,12.959673,80.065251,80.065251,12.959673,Half Full
257,W27,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10493,12.931647,80.139513,80.139513,12.931647,Half Full
258,W37,CG003,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10570,12.857948,80.064982,80.064982,12.857948,Full
259,W2,CG003,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10612,12.846918,80.055313,80.055313,12.846918,Full
260,W3,CG003,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10919,12.961299,80.130109,80.130109,12.961299,Empty
261,W40,CG003,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10089,12.786185,80.229646,80.229646,12.786185,Empty
262,W2,CG003,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10079,12.782783,80.221393,80.221393,12.782783,Empty
263,W39,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10073,12.854837,80.239659,80.239659,12.854837,Half Full
264,W9,CG003,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10763,12.959101,80.06796,80.06796,12.959101,Empty
265,W1,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10231,12.89871,80.086928,80.086928,12.89871,Half Full
266,W29,CG003,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10090,12.789392,80.217547,80.217547,12.789392,Empty
267,W23,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10464,12.936034,80.137507,80.137507,12.936034,Half Full
268,W28,CG003,Padappai,"Village Road, Padappai",Village Road,CHGL-10772,12.940504,80.05957,80.05957,12.940504,Half Full
269,W49,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10026,12.861785,80.233891,80.233891,12.861785,Empty
270,W14,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10002,12.857284,80.228563,80.228563,12.857284,Empty
271,W25,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10701,12.796721,80.033649,80.033649,12.796721,Full
272,W36,CG003,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10916,12.951882,80.145017,80.145017,12.951882,Empty
273,W40,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10827,12.921285,80.10073,80.10073,12.921285,Half Full
274,W50,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10260,12.899183,80.086094,80.086094,12.899183,Full
275,W49,CG003,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10344,12.872359,80.119006,80.119006,12.872359,Full
276,W17,CG003,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10860,12.95883,80.134513,80.134513,12.95883,Half Full
277,W42,CG003,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10752,12.944232,80.056215,80.056215,12.944232,Empty
278,W42,CG003,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10982,12.984064,80.149002,80.149002,12.984064,Full
279,W2,CG003,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10873,12.959452,80.138198,80.138198,12.959452,Empty
280,W35,CG003,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10098,12.787435,80.22178,80.22178,12.787435,Half Full
281,W7,CG003,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10287,12.876357,80.113086,80.113086,12.876357,Empty
282,W14,CG003,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10395,12.838929,80.142933,80.142933,12.838929,Full
283,W35,CG003,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10320,12.879928,80.106532,80.106532,12.879928,Half Full
284,W26,CG003,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10110,12.799783,80.227624,80.227624,12.799783,Full
285,W42,CG003,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10871,12.951068,80.135623,80.135623,12.951068,Empty
286,W41,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10067,12.847561,80.237623,80.237623,12.847561,Full
287,W38,CG003,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10356,12.821212,80.154807,80.154807,12.821212,Empty
288,W45,CG003,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10946,12.984454,80.140602,80.140602,12.984454,Full
289,W30,CG003,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10324,12.870187,80.1134,80.1134,12.870187,Half Full
290,W29,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10491,12.931932,80.139719,80.139719,12.931932,Half Full
291,W16,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10212,12.906058,80.076077,80.076077,12.906058,Full
292,W37,CG003,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10857,12.968028,80.149037,80.149037,12.968028,Half Full
293,W1,CG003,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10902,12.950687,80.133731,80.133731,12.950687,Full
294,W14,CG003,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-11028,12.973894,80.143859,80.143859,12.973894,Empty
295,W34,CG003,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10762,12.955174,80.051979,80.051979,12.955174,Full
296,W35,CG003,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10942,12.957157,80.133726,80.133726,12.957157,Full
297,W46,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10267,12.905684,80.084761,80.084761,12.905684,Full
298,W50,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10056,12.858712,80.23262,80.23262,12.858712,Full
299,W50,CG003,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10396,12.827955,80.152005,80.152005,12.827955,Full
300,W15,CG003,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10882,12.964401,80.138987,80.138987,12.964401,Full
301,W41,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10537,12.907394,80.10433,80.10433,12.907394,Full
302,W40,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10421,12.934602,80.121105,80.121105,12.934602,Full
303,W1,CG004,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10095,12.785779,80.217674,80.217674,12.785779,Full
304,W15,CG004,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10863,12.963416,80.144336,80.144336,12.963416,Empty
305,W29,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10214,12.891818,80.078886,80.078886,12.891818,Empty
306,W3,CG004,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10308,12.862612,80.108464,80.108464,12.862612,Half Full
307,W35,CG004,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10862,12.967118,80.138254,80.138254,12.967118,Half Full
308,W38,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10239,12.894112,80.075406,80.075406,12.894112,Empty
309,W6,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10039,12.862306,80.223504,80.223504,12.862306,Empty
310,W7,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10483,12.934243,80.125097,80.125097,12.934243,Half Full
311,W8,CG004,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10924,12.953778,80.140718,80.140718,12.953778,Empty
312,W15,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10272,12.896443,80.088108,80.088108,12.896443,Half Full
313,W18,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10682,12.798213,80.033158,80.033158,12.798213,Empty
314,W23,CG004,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10897,12.963882,80.138034,80.138034,12.963882,Full
315,W26,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10457,12.927281,80.132027,80.132027,12.927281,Full
316,W44,CG004,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10149,12.793676,80.217443,80.217443,12.793676,Half Full
317,W12,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10851,12.912054,80.100602,80.100602,12.912054,Empty
318,W18,CG004,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-11000,12.983108,80.157027,80.157027,12.983108,Empty
319,W18,CG004,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11030,12.989277,80.158334,80.158334,12.989277,Half Full
320,W21,CG004,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-11017,12.974721,80.152126,80.152126,12.974721,Empty
321,W15,CG004,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10121,12.794398,80.210351,80.210351,12.794398,Half Full
322,W32,CG004,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10126,12.789435,80.221943,80.221943,12.789435,Full
323,W1,CG004,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10574,12.856276,80.06191,80.06191,12.856276,Half Full
324,W25,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10823,12.913877,80.104442,80.104442,12.913877,Half Full
325,W39,CG004,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10081,12.795981,80.228267,80.228267,12.795981,Full
326,W21,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10265,12.902031,80.074393,80.074393,12.902031,Empty
327,W27,CG004,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10779,12.9523,80.064349,80.064349,12.9523,Half Full
328,W7,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10846,12.926719,80.107883,80.107883,12.926719,Half Full
329,W1,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10051,12.847216,80.239674,80.239674,12.847216,Half Full
330,W15,CG004,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10378,12.831284,80.142047,80.142047,12.831284,Full
331,W25,CG004,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10637,12.822879,80.090591,80.090591,12.822879,Full
332,W35,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10137,12.780328,80.223006,80.223006,12.780328,Empty
333,W18,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10843,12.922588,80.091524,80.091524,12.922588,Half Full
334,W22,CG004,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10325,12.876765,80.105986,80.105986,12.876765,Empty
335,W13,CG004,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-11025,12.983755,80.151889,80.151889,12.983755,Full
336,W42,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10805,12.917759,80.109584,80.109584,12.917759,Empty
337,W27,CG004,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10317,12.866738,80.107454,80.107454,12.866738,Full
338,W36,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10700,12.793136,80.035957,80.035957,12.793136,Empty
339,W1,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10416,12.92165,80.138113,80.138113,12.92165,Half Full
340,W14,CG004,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10336,12.866122,80.112251,80.112251,12.866122,Full
341,W28,CG004,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10131,12.78212,80.210733,80.210733,12.78212,Full
342,W20,CG004,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10290,12.874058,80.107724,80.107724,12.874058,Half Full
343,W23,CG004,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10742,12.952518,80.067847,80.067847,12.952518,Half Full
344,W33,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10814,12.927188,80.104922,80.104922,12.927188,Full
345,W16,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10019,12.861033,80.239902,80.239902,12.861033,Full
346,W22,CG004,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10372,12.823793,80.155561,80.155561,12.823793,Half Full
347,W41,CG004,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10987,12.982234,80.149006,80.149006,12.982234,Half Full
348,W34,CG004,Singaperumal Koil,"Singaperumal Koil Main Road, Singaperumal Koil",Singaperumal Koil Main Road,CHGL-10662,12.839876,80.091444,80.091444,12.839876,Half Full
349,W40,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10127,12.786949,80.219874,80.219874,12.786949,Full
350,W10,CG004,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10185,12.749185,80.194379,80.194379,12.749185,Half Full
351,W15,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10146,12.788303,80.214348,80.214348,12.788303,Full
352,W42,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10418,12.928414,80.134395,80.134395,12.928414,Half Full
353,W22,CG004,Kandigai,"Kandigai Main Road, Kandigai",Kandigai Main Road,CHGL-10382,12.825159,80.141003,80.141003,12.825159,Full
354,W7,CG004,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10913,12.968415,80.144588,80.144588,12.968415,Half Full
355,W47,CG004,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10201,12.759761,80.191976,80.191976,12.759761,Full
356,W37,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10061,12.856304,80.232328,80.232328,12.856304,Empty
357,W39,CG004,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10330,12.874535,80.10631,80.10631,12.874535,Full
358,W39,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10687,12.796053,80.039166,80.039166,12.796053,Half Full
359,W32,CG004,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10964,12.976608,80.144013,80.144013,12.976608,Empty
360,W45,CG004,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10950,12.98591,80.153048,80.153048,12.98591,Full
361,W15,CG004,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10337,12.876988,80.119074,80.119074,12.876988,Empty
362,W27,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10220,12.901721,80.075533,80.075533,12.901721,Empty
